A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2522,low,very_low,very_high,high,medium,very_high,medium,good
2523,high,very_high,very_high,very_low,medium,very_low,very_high,good
2524,low,high,high,high,high,medium,very_low,good
2525,very_low,low,very_high,low,high,medium,medium,bad
2526,medium,medium,very_high,low,high,medium,very_low,good
2527,medium,medium,very_low,medium,very_low,very_high,very_low,bad
2528,very_high,medium,very_low,high,very_low,high,very_low,bad
2529,low,low,medium,low,very_low,medium,very_low,bad
2530,very_low,very_low,low,very_low,very_high,very_high,very_high,bad
2531,very_high,medium,low,very_high,low,low,high,bad
2532,very_high,low,very_high,very_low,very_high,low,very_high,good
2533,very_low,very_high,very_high,high,low,very_low,very_high,bad
2534,medium,very_low,high,medium,very_high,very_low,medium,good
2535,high,low,low,medium,medium,very_high,low,bad
2536,medium,very_low,high,low,very_high,very_low,very_high,good
2537,low,very_high,high,high,low,very_low,medium,bad
2538,very_low,high,very_high,high,low,very_low,very_high,bad
2539,very_high,high,low,medium,low,very_high,high,good
2540,very_high,very_low,very_low,very_low,very_high,low,very_high,good
2541,very_low,medium,very_high,very_low,low,very_low,medium,good
2542,very_high,high,low,medium,very_high,low,high,bad
2543,very_low,very_high,low,high,medium,medium,medium,good
2544,low,very_low,very_low,very_low,very_high,very_high,very_high,bad
2545,high,high,high,very_low,very_high,low,very_high,good
2546,very_low,low,very_low,low,very_low,very_high,very_low,bad
2547,medium,low,high,high,high,high,low,good
2548,very_high,very_low,very_low,very_high,very_high,low,medium,good
2549,high,very_high,very_low,very_low,medium,medium,medium,good
2550,low,very_high,low,very_high,low,medium,very_high,bad
2551,high,very_low,very_high,medium,low,very_high,high,good
2552,low,medium,low,very_low,low,medium,very_low,bad
2553,very_low,medium,very_high,very_low,medium,medium,very_low,good
2554,high,high,high,medium,medium,high,low,good
2555,very_high,high,medium,medium,very_high,very_low,very_high,good
2556,low,very_high,very_high,very_low,high,very_low,very_high,good
2557,high,high,high,low,medium,high,very_low,good
2558,high,low,low,very_high,very_low,low,very_low,bad
2559,very_high,very_low,low,high,high,low,very_high,good
2560,low,very_high,low,low,low,high,medium,bad
2561,medium,very_low,low,medium,very_high,very_high,very_high,bad
2562,medium,very_high,low,medium,very_low,low,medium,good
2563,very_high,low,medium,very_high,very_high,very_low,medium,good
2564,medium,very_low,very_low,low,very_high,very_high,high,bad
2565,very_low,medium,very_high,high,medium,medium,high,bad
2566,low,very_high,very_low,low,high,very_high,medium,bad
2567,very_low,very_high,very_low,very_low,medium,very_high,medium,bad
2568,very_low,high,very_high,very_high,low,high,medium,bad
2569,low,medium,high,very_low,very_high,very_high,low,bad
2570,very_low,low,medium,medium,low,very_high,very_high,bad
2571,low,very_high,very_low,low,very_low,very_high,low,bad
2572,medium,medium,very_high,medium,low,medium,high,good
2573,medium,low,low,very_low,very_high,low,very_high,bad
2574,very_high,very_low,very_high,high,medium,very_high,high,good
2575,very_high,low,very_low,very_low,high,high,medium,good
2576,medium,very_high,high,high,high,very_low,very_high,good
2577,low,very_high,high,high,high,medium,low,good
2578,medium,low,medium,medium,low,very_high,medium,good
2579,low,low,low,low,low,very_high,very_low,bad
2580,high,low,high,very_low,high,low,medium,good
2581,high,high,medium,low,medium,low,low,bad
2582,very_low,very_low,very_high,high,very_low,medium,very_low,bad
2583,high,low,medium,very_high,high,medium,low,bad
2584,high,high,low,high,low,low,medium,good
2585,very_low,low,high,very_low,very_low,low,very_low,bad
2586,high,medium,low,medium,very_high,very_low,high,good
2587,very_low,very_high,high,very_low,low,low,very_low,good
2588,very_high,very_high,very_low,very_high,very_low,medium,very_low,good
2589,very_high,very_high,very_low,low,medium,high,very_low,bad
2590,high,high,very_low,high,medium,medium,medium,bad
2591,high,high,very_low,medium,low,medium,very_low,bad
2592,medium,very_high,low,medium,high,high,low,good
2593,medium,high,high,high,high,high,low,good
2594,very_low,medium,high,low,medium,high,low,bad
2595,very_high,high,high,very_low,very_high,very_low,high,good
2596,very_high,very_low,very_high,very_high,very_low,very_high,very_high,good
2597,medium,medium,low,very_high,very_low,very_low,medium,good
2598,medium,low,very_low,medium,very_low,high,very_low,bad
2599,low,low,low,high,medium,high,high,bad
2600,low,very_low,low,high,very_low,high,very_low,bad
2601,very_low,high,low,low,high,medium,low,good
2602,high,very_low,high,medium,high,very_low,high,good
2603,high,medium,low,very_low,very_high,very_low,very_high,bad
2604,medium,very_low,very_low,low,very_high,very_high,high,bad
2605,medium,low,low,high,high,high,very_high,bad
2606,very_low,low,medium,very_low,medium,very_high,very_low,bad
2607,very_low,very_high,medium,very_low,low,low,very_low,good
2608,low,very_high,low,medium,very_high,medium,very_high,bad
2609,low,medium,high,medium,high,very_low,very_high,bad
2610,low,low,high,high,high,medium,very_low,good
2611,medium,high,low,low,low,medium,high,bad
2612,medium,medium,high,very_low,very_low,very_high,very_low,good
2613,low,very_low,low,high,medium,very_high,high,bad
2614,very_low,medium,very_high,very_low,very_low,medium,low,bad
2615,medium,high,very_low,high,medium,high,medium,bad
2616,high,medium,low,very_low,high,low,very_high,bad
2617,medium,very_low,very_high,medium,medium,very_high,medium,good
2618,medium,very_high,very_high,very_high,very_high,very_low,very_high,good
2619,high,high,high,high,very_low,low,high,bad
2620,high,very_high,low,medium,very_low,medium,very_high,bad
2621,low,high,very_high,medium,medium,very_low,very_high,bad
2622,low,high,very_low,high,very_low,medium,very_low,bad
2623,high,very_high,high,medium,medium,very_low,very_high,good
2624,very_low,very_low,medium,medium,medium,high,very_high,bad
2625,very_low,low,very_high,high,medium,high,medium,good
2626,low,low,high,medium,high,high,medium,good
2627,high,low,high,very_high,very_low,very_low,medium,bad
2628,very_low,low,very_high,high,very_low,very_low,high,good
2629,very_low,high,very_high,very_low,very_high,very_low,very_low,good
2630,high,low,very_low,very_high,very_low,very_low,medium,good
2631,very_high,high,very_low,very_low,very_high,low,high,bad
2632,very_high,very_low,high,very_low,very_high,low,very_high,good
2633,low,medium,very_high,very_high,very_low,high,very_high,bad
2634,high,low,very_high,high,low,high,high,good
2635,high,medium,high,medium,medium,low,low,bad
2636,low,very_low,very_high,low,medium,high,medium,good
2637,low,low,high,medium,very_high,medium,very_low,good
2638,very_high,very_low,very_low,low,high,very_high,low,bad
2639,high,very_high,low,very_high,very_low,low,very_high,bad
2640,very_low,very_high,very_low,very_low,medium,very_high,high,bad
2641,medium,high,medium,very_low,very_low,medium,medium,bad
2642,very_high,very_low,very_low,high,very_high,medium,high,good
2643,high,very_high,low,very_low,medium,low,medium,good
2644,very_low,very_low,high,low,very_low,medium,very_low,bad
2645,medium,high,low,very_high,low,high,high,bad
2646,low,high,high,high,high,low,very_low,good
2647,very_high,very_low,very_low,medium,high,very_high,low,bad
2648,medium,medium,medium,low,very_low,low,low,bad
2649,very_high,medium,very_low,low,very_high,low,high,bad
2650,high,low,very_low,low,very_high,very_high,high,bad
2651,high,low,very_low,low,very_low,medium,low,good
2652,high,very_high,very_low,high,very_low,high,very_low,good
2653,medium,high,very_low,medium,low,medium,low,bad
2654,very_high,high,very_low,high,very_high,high,low,bad
2655,medium,very_low,high,low,very_low,very_high,medium,bad
2656,medium,high,very_low,very_low,low,very_high,low,bad
2657,medium,high,high,low,high,high,medium,good
2658,very_low,very_high,medium,very_low,low,medium,medium,good
2659,low,high,low,medium,high,medium,high,bad
2660,high,very_low,low,low,low,low,very_high,bad
2661,low,low,high,very_low,very_high,low,very_high,bad
2662,high,very_low,medium,low,very_low,low,very_low,bad
2663,medium,high,medium,medium,medium,high,medium,good
2664,low,high,medium,medium,very_high,medium,very_low,good
2665,low,low,very_high,low,very_high,low,very_low,good
2666,very_low,high,very_high,very_low,medium,high,high,good
2667,low,very_high,low,very_high,very_low,very_low,medium,good
2668,very_low,low,very_high,low,high,low,very_low,good
2669,very_high,medium,low,very_low,very_high,low,high,bad
2670,medium,medium,very_high,high,low,high,high,good
2671,very_low,very_low,medium,high,high,very_high,high,bad
2672,very_low,medium,high,high,medium,high,medium,bad
2673,high,low,low,very_high,very_low,very_low,medium,bad
2674,medium,very_high,medium,very_high,high,low,medium,good
2675,very_low,high,very_high,very_high,medium,low,very_high,bad
2676,very_low,very_high,medium,very_low,very_high,very_high,low,bad
2677,medium,very_low,very_low,very_low,very_high,very_high,high,bad
2678,low,medium,low,low,very_high,high,very_high,bad
2679,high,medium,high,very_low,very_high,very_low,low,good
2680,high,low,medium,very_low,very_high,very_low,high,good
2681,high,very_low,very_high,high,low,very_high,medium,good
2682,low,high,medium,high,low,high,low,bad
2683,high,high,high,low,high,very_low,very_high,good
2684,medium,low,high,very_high,very_high,medium,medium,good
2685,very_low,medium,very_high,very_low,medium,high,low,good
2686,very_high,medium,medium,very_low,very_high,medium,high,good
2687,very_high,very_low,very_high,low,low,low,very_low,bad
2688,low,very_low,low,medium,low,very_high,very_low,bad
2689,very_low,very_high,very_high,very_high,high,low,high,good
2690,very_low,low,low,medium,low,very_high,high,bad
2691,very_low,very_low,very_high,low,very_high,low,low,good
2692,low,medium,medium,medium,medium,high,high,bad
2693,medium,high,high,high,very_low,low,very_low,bad
2694,very_high,very_high,low,very_low,medium,high,very_high,good
2695,very_high,very_high,low,very_low,high,very_low,low,bad
2696,very_high,very_low,high,very_low,very_high,very_low,high,good
2697,medium,medium,high,low,very_high,very_low,very_high,bad
2698,high,high,medium,medium,low,very_low,very_high,bad
2699,very_low,medium,very_high,low,medium,low,low,good
2700,very_high,low,medium,medium,very_high,very_low,very_high,good
2701,high,medium,medium,high,very_low,low,medium,bad
2702,very_high,medium,medium,very_low,very_high,low,high,good
2703,low,very_low,very_high,very_low,low,very_high,low,good
2704,very_high,very_high,very_high,low,very_high,very_low,very_high,good
2705,very_low,low,low,high,low,very_high,very_high,bad
2706,very_high,medium,high,very_high,very_low,very_low,medium,bad
2707,very_high,medium,medium,high,very_low,low,high,bad
2708,very_low,low,very_high,medium,high,medium,low,good
2709,low,medium,very_high,high,high,medium,high,bad
2710,very_high,medium,low,medium,high,low,high,bad
2711,high,very_low,very_high,very_low,low,very_high,medium,good
2712,high,high,low,high,very_low,low,low,good
2713,very_high,medium,low,very_high,very_low,very_low,low,bad
2714,medium,low,medium,high,low,high,low,bad
2715,very_high,very_low,low,low,very_high,low,very_high,good
2716,low,very_high,medium,very_low,medium,very_high,very_high,bad
2717,high,very_high,very_low,very_high,high,very_low,high,good
2718,high,medium,very_low,low,medium,very_high,very_low,bad
2719,medium,very_high,very_high,medium,very_low,very_low,very_high,good
2720,medium,high,low,high,very_low,medium,high,bad
2721,very_high,very_low,high,very_low,very_high,low,very_high,good
2722,high,low,low,medium,very_low,high,medium,bad
2723,high,high,very_high,very_low,high,very_low,very_high,good
2724,very_low,low,very_high,low,very_high,medium,very_low,bad
2725,medium,low,very_high,very_low,low,high,low,good
2726,very_high,very_low,medium,very_low,very_low,high,very_low,bad
2727,medium,low,low,very_high,very_high,very_low,low,good
2728,very_low,low,very_high,very_low,medium,high,low,bad
2729,high,high,low,high,very_low,medium,medium,bad
2730,very_low,very_high,high,very_low,medium,high,high,bad
2731,medium,very_low,very_high,high,medium,high,medium,good
2732,high,high,high,medium,high,very_low,high,good
2733,medium,very_high,very_low,low,very_low,very_high,low,bad
2734,very_low,medium,very_high,medium,low,medium,medium,good
2735,medium,very_low,high,medium,medium,very_high,low,good
2736,very_low,very_high,medium,medium,very_low,medium,high,bad
2737,low,very_high,medium,very_high,medium,medium,medium,bad
2738,low,medium,low,low,very_low,low,very_low,bad
2739,very_low,very_low,low,very_low,very_low,very_high,very_low,bad
2740,medium,very_high,medium,very_low,medium,high,very_low,good
2741,low,low,medium,very_low,low,very_high,very_low,bad
2742,high,high,low,very_high,medium,medium,low,good
2743,medium,medium,high,low,high,low,low,bad
2744,low,low,medium,high,high,high,high,bad
2745,very_low,high,very_high,low,very_high,very_low,very_high,bad
2746,high,very_low,very_high,high,high,high,low,good
2747,high,medium,very_high,medium,high,low,low,bad
2748,very_high,high,medium,very_high,low,very_low,high,good
2749,low,very_low,low,high,medium,very_high,medium,bad
2750,medium,medium,medium,very_high,medium,very_high,high,good
2751,very_high,low,very_low,very_high,very_low,low,very_low,good
2752,medium,medium,high,high,medium,low,medium,bad
2753,low,medium,very_low,high,very_low,very_high,low,bad
2754,very_high,very_low,very_low,very_low,very_high,very_high,high,good
2755,very_high,very_low,very_low,very_high,very_low,medium,low,bad
2756,very_low,high,very_low,medium,very_high,very_high,medium,bad
2757,low,low,low,low,medium,high,high,bad
2758,very_low,high,very_high,low,high,very_low,very_low,bad
2759,very_high,very_high,medium,very_low,low,medium,medium,good
2760,high,high,medium,very_low,high,very_low,very_high,bad
2761,very_high,high,very_low,very_high,low,very_low,medium,bad
2762,high,very_low,medium,medium,very_high,very_low,high,good
2763,medium,high,high,very_low,very_low,very_low,low,good
2764,low,high,low,medium,very_low,high,medium,bad
2765,medium,medium,very_low,low,very_low,very_high,very_low,bad
